City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
455,Zhangye,CN,38.9342,100.4517,67.82,14,5,1.72,clear sky
456,Antofagasta,CL,-23.65,-70.4,66.22,53,38,6.4,scattered clouds
457,Tres Arroyos,AR,-38.3739,-60.2798,52.88,28,75,7.74,broken clouds
458,Moron,AR,-34.6534,-58.6198,55.02,39,45,7.4,scattered clouds
459,Sorong,ID,-0.8833,131.25,81.9,76,28,11.07,scattered clouds
460,Tigre,AR,-34.426,-58.5796,56.05,37,0,12.66,clear sky
461,Chapleau,CA,47.8405,-83.4034,68.09,40,75,12.66,broken clouds
462,Bharatpur,IN,27.2167,77.4833,103.35,12,76,7.54,broken clouds
463,Udachnyy,RU,66.4167,112.4,52.12,63,97,12.35,overcast clouds
464,Ostersund,SE,63.1792,14.6357,61.61,72,0,15.01,clear sky
465,Komsomolskiy,UZ,40.4272,71.7189,79.52,38,40,11.5,moderate rain
466,Brae,GB,60.3964,-1.353,53.64,87,100,26.49,overcast clouds
467,Dalbandin,PK,28.8947,64.4101,93.6,19,61,18.19,broken clouds
468,Galesong,ID,-5.3166,119.3661,77.02,83,100,5.55,overcast clouds
469,Cochabamba,BO,-17.3895,-66.1568,62.2,30,22,3.44,few clouds
470,Nioro,GM,13.35,-15.75,95.72,37,97,9.86,overcast clouds
471,Coro,VE,11.4045,-69.6734,87.33,62,33,15.77,scattered clouds
472,Saint-Philippe,RE,-21.3585,55.7679,71.19,79,77,12.8,broken clouds
473,Teguise,ES,29.0605,-13.564,73.62,65,20,20.71,few clouds
474,Chake Chake,TZ,-5.2459,39.7666,77.41,77,68,16.15,broken clouds
475,Mahina,PF,-17.5065,-149.489,73.17,83,75,5.75,light rain
476,Buhovo,BG,42.7667,23.5667,63.36,82,100,4.61,light intensity shower rain
477,Laibin,CN,23.7,109.2667,75.97,95,100,1.48,overcast clouds
478,Uthal,PK,25.8072,66.6219,85.41,66,39,10.92,scattered clouds
479,Qui Nhon,VN,13.7667,109.2333,79.79,86,100,4.85,overcast clouds
480,Luderitz,NA,-26.6481,15.1594,66.6,49,90,7.36,overcast clouds
481,Sistranda,NO,63.7256,8.834,62.56,76,90,11.56,overcast clouds
482,Bengkulu,ID,-3.8004,102.2655,75.29,90,100,6.49,moderate rain
483,Minden,DE,52.2833,8.9167,77.47,46,35,14.97,scattered clouds
484,Blagoyevo,RU,63.3667,47.9167,56.84,40,52,10.22,broken clouds
485,Saint Augustine,US,29.8947,-81.3145,89.06,71,75,10.36,broken clouds
486,Finschhafen,PG,-6.6024,147.8681,78.46,81,6,4.56,clear sky
487,Nuuk,GL,64.1835,-51.7216,47.01,81,75,12.66,broken clouds
488,Storforshei,NO,66.4043,14.5233,55.18,71,100,3.44,overcast clouds
489,Kiama,AU,-34.6833,150.8667,53.46,62,0,10.0,clear sky
490,Christchurch,NZ,-43.5333,172.6333,50.2,46,0,19.57,clear sky
491,Galveston,US,29.3669,-94.9669,91.06,72,40,14.97,scattered clouds
492,Dzaoudzi,YT,-12.7887,45.2699,78.69,73,75,12.66,broken clouds
493,New Ulm,US,44.3125,-94.4605,71.56,91,40,6.91,scattered clouds
494,Caravelas,BR,-17.7125,-39.2481,76.55,76,89,6.15,overcast clouds
495,Lorengau,PG,-2.0226,147.2712,80.46,79,66,5.32,broken clouds
496,Santa Comba,ES,43.0331,-8.8093,71.42,74,58,11.63,broken clouds
497,Kununurra,AU,-15.7667,128.7333,66.18,30,51,8.05,broken clouds
498,Farafangana,MG,-22.8167,47.8333,68.32,87,4,7.85,moderate rain
499,Pinotepa Nacional,MX,16.3167,-98.0167,86.68,58,98,4.52,overcast clouds
500,Bubaque,GW,11.2833,-15.8333,80.92,79,100,9.44,overcast clouds
501,Kapustin Yar,RU,48.5831,45.7372,80.96,46,24,10.09,few clouds
502,Dalby,AU,-27.1833,151.2667,43.75,83,40,9.37,scattered clouds
503,Ulcinj,ME,41.9294,19.2244,82.62,65,29,2.89,scattered clouds
504,Radhanpur,IN,23.8333,71.6,92.16,54,10,18.34,clear sky
505,Nacala,MZ,-14.5428,40.6728,71.71,77,26,8.55,scattered clouds
506,Kushima,JP,31.4583,131.2333,65.55,93,100,4.32,overcast clouds
507,Manggar,ID,-2.8833,108.2667,81.19,77,100,0.85,overcast clouds
508,Rassvet,RU,46.8333,40.75,78.71,43,3,7.34,clear sky
509,Le Vauclin,MQ,14.5452,-60.8388,87.85,66,100,21.85,overcast clouds
510,Numan,NG,9.4667,12.0333,96.78,35,53,8.25,broken clouds
511,Inirida,CO,3.8653,-67.9239,86.04,68,91,3.89,overcast clouds
512,Khandyga,RU,62.6667,135.6,48.43,88,58,2.98,light rain
513,Hobyo,SO,5.3505,48.5268,79.54,80,70,27.2,broken clouds
514,Burnie,AU,-41.0667,145.9167,51.93,71,61,18.52,broken clouds
515,Albenga,IT,44.0529,8.216,89.6,46,0,11.5,clear sky
516,Kailua,US,21.4022,-157.7394,75.65,78,40,10.36,scattered clouds
517,Seredka,RU,58.1584,28.1858,73.15,56,51,3.18,broken clouds
518,Teshie,GH,5.5836,-0.1072,81.16,83,40,17.27,scattered clouds
519,Assai,BR,-23.3733,-50.8414,64.26,40,99,2.89,overcast clouds
520,Ust-Kuyga,RU,70.0167,135.6,55.69,56,36,9.1,scattered clouds
521,Millerovo,RU,48.9226,40.3967,76.33,59,58,7.14,broken clouds
522,Kavaratti,IN,10.5669,72.642,83.5,78,74,16.78,broken clouds
523,Husavik,IS,66.0449,-17.3389,45.37,97,100,5.79,overcast clouds
524,San Juan,AR,-31.5375,-68.5364,61.68,33,0,7.29,clear sky
525,Riberalta,BO,-10.9833,-66.1,68.2,73,100,20.71,light rain
526,Mount Pleasant,US,32.7941,-79.8626,84.34,77,0,10.36,clear sky
527,San Juan Del Sur,NI,11.2529,-85.8705,82.62,78,75,4.61,broken clouds
528,Hervey Bay,AU,-25.2986,152.8535,51.03,72,57,4.0,broken clouds
529,Malaut,IN,30.2167,74.4833,99.75,13,0,6.91,clear sky
530,Fare,PF,-16.7,-151.0167,79.43,76,25,17.58,light rain
531,Kumluca,TR,36.3703,30.2869,76.82,72,3,4.27,clear sky
532,Guerrero Negro,MX,27.9769,-114.0611,71.4,64,11,11.25,few clouds
533,Buraydah,SA,26.326,43.975,108.05,8,0,9.4,clear sky
534,Alofi,NU,-19.0595,-169.9187,73.29,100,43,5.75,scattered clouds
535,Mezen,RU,65.8522,44.24,50.81,52,1,6.96,clear sky
536,Mana,GF,5.6592,-53.7767,83.37,69,86,8.01,overcast clouds
537,Yar-Sale,RU,66.8333,70.8333,63.28,72,63,7.16,broken clouds
538,Bilma,NE,18.6853,12.9164,107.28,9,24,5.93,few clouds
539,Juba,SS,4.8517,31.5825,83.12,52,85,1.12,overcast clouds
540,Lianzhou,CN,24.7811,112.3825,74.53,99,100,2.73,light rain
541,Fukue,JP,32.6881,128.8419,69.96,79,32,16.08,scattered clouds
542,Pacific Grove,US,36.6177,-121.9166,79.34,73,0,5.75,clear sky
543,Pareora,NZ,-44.4871,171.2132,34.18,79,4,6.78,clear sky
544,Erenhot,CN,43.6475,111.9767,57.67,51,51,20.49,light rain
545,Namibe,AO,-15.1961,12.1522,75.56,54,4,10.67,clear sky
546,Cabedelo,BR,-6.9811,-34.8339,75.87,72,48,5.01,light rain
547,Bosaso,SO,11.2842,49.1816,90.68,58,100,1.7,overcast clouds
548,Hamilton,US,39.1834,-84.5333,73.08,75,75,8.05,broken clouds
549,San Policarpo,PH,12.1791,125.5072,79.84,79,91,5.84,overcast clouds
550,Dawlatabad,AF,36.4141,64.9053,88.61,23,0,9.95,clear sky
551,Arlit,NE,18.7369,7.3853,98.65,18,82,18.92,broken clouds
552,Gazanjyk,TM,39.2446,55.5154,85.8,30,99,9.57,overcast clouds
553,Ust-Kut,RU,56.7938,105.7672,56.89,55,76,2.17,broken clouds
554,Roald,NO,62.5833,6.1333,64.9,67,20,11.5,few clouds
555,Velsk,RU,61.0701,42.0983,60.44,47,39,7.25,scattered clouds
556,Yenagoa,NG,4.9247,6.2642,79.32,79,97,5.79,overcast clouds
557,Mingshui,CN,36.7167,117.5,77.72,54,100,15.35,overcast clouds
558,La Roche-Sur-Yon,FR,46.6667,-1.4333,77.27,53,75,9.22,broken clouds
559,Superior,US,46.7208,-92.1041,62.49,93,100,14.97,drizzle
560,Massakory,TD,12.996,15.7293,100.33,25,25,8.61,scattered clouds
561,Turochak,RU,52.2576,87.1224,60.51,97,100,3.65,light rain
562,San Jeronimo,PE,-11.9472,-75.2829,56.28,44,2,2.3,clear sky
563,Varzea Grande,BR,-15.6467,-56.1325,64.27,88,100,9.22,light rain
564,Nyrob,RU,60.733,56.7202,52.43,92,100,12.93,light rain
565,Santa Marta,CO,11.2408,-74.199,87.85,66,100,4.61,overcast clouds
566,Sidhi,IN,24.4167,81.8833,98.69,20,41,9.06,scattered clouds
567,Lusambo,CD,-4.9667,23.45,83.68,40,20,1.79,few clouds
568,Stabat,ID,3.761,98.4513,80.8,91,100,2.77,light rain
569,Acapulco,MX,16.8634,-99.8901,82.22,74,75,5.75,broken clouds
570,Payo,ID,-3.7508,103.6372,72.09,98,100,1.66,moderate rain
571,Podgornoye,RU,51.735,39.1496,82.62,34,0,4.47,clear sky
572,Pervomayskoye,RU,43.919,46.7102,73.27,40,2,10.13,clear sky
573,Coahuayana,MX,18.7333,-103.6833,87.4,59,100,1.41,overcast clouds
574,Bridgton,US,44.0548,-70.7128,74.35,60,100,1.61,overcast clouds
575,Mkushi,ZM,-13.6202,29.3939,59.52,55,1,7.25,clear sky
576,Chiang Mai,TH,18.75,99.0,80.67,69,20,5.75,few clouds
577,Novo Cruzeiro,BR,-17.4681,-41.8753,82.62,29,63,4.85,broken clouds
578,Lebedinyy,RU,58.5167,125.5167,53.6,89,100,2.66,light rain
579,Tolaga Bay,NZ,-38.3667,178.3,53.2,86,33,6.42,light rain
580,Khanpur,PK,28.6453,70.6567,101.25,20,0,14.7,clear sky
581,Teya,RU,60.3778,92.6267,60.31,55,81,4.54,broken clouds
582,Betare Oya,CM,5.6,14.0833,79.41,74,27,1.14,light rain
583,Porto Walter,BR,-8.2686,-72.7439,74.61,60,100,6.85,overcast clouds
584,Mananara,MG,-16.1667,49.7667,69.04,90,71,6.78,light rain
585,Safford,US,32.834,-109.7076,95.11,19,0,8.05,clear sky
586,Le Robert,MQ,14.6775,-60.9392,87.85,29,100,21.85,overcast clouds
587,Sola,VU,-13.8833,167.55,80.01,77,93,6.78,overcast clouds
588,Dali,CN,25.7,100.1833,63.37,90,99,4.99,overcast clouds
589,Finnsnes,NO,69.2296,17.9811,52.75,92,100,6.93,light rain
590,Hibbing,US,47.4272,-92.9377,60.22,63,100,0.0,overcast clouds
591,Vao,NC,-22.6667,167.4833,72.25,82,97,8.5,overcast clouds
592,Portree,GB,57.4129,-6.1942,52.52,96,99,23.76,moderate rain
593,Cairns,AU,-16.9167,145.7667,66.15,68,29,11.5,scattered clouds
594,Ermelo,ZA,-26.5333,29.9833,49.44,37,0,3.67,clear sky
595,Sabha,LY,27.0377,14.4283,97.79,14,0,11.59,clear sky
596,Khandbari,NP,27.3747,87.2039,73.2,87,35,2.21,scattered clouds
597,Durg,IN,21.1833,81.2833,75.38,40,93,14.07,overcast clouds
598,Alice Springs,AU,-23.7,133.8833,49.55,66,100,6.91,overcast clouds
599,Kempele,FI,64.9131,25.5034,64.42,82,75,10.36,heavy intensity shower rain
600,Vryburg,ZA,-26.9566,24.7284,57.06,37,0,8.25,clear sky
601,Pringsewu,ID,-5.3582,104.9744,73.76,97,100,3.13,overcast clouds
602,Shakhtinsk,KZ,49.71,72.5872,65.25,38,78,6.64,broken clouds
603,Nishihara,JP,26.1842,127.7558,77.05,97,75,9.22,broken clouds
604,Zhezkazgan,KZ,47.8043,67.7144,72.55,29,93,8.08,overcast clouds
605,Bac Lieu,VN,9.285,105.7244,81.68,83,72,8.01,broken clouds
606,Deputatskiy,RU,69.3,139.9,46.58,77,33,4.38,scattered clouds
607,Esna,EG,25.2934,32.554,111.22,6,0,11.32,clear sky
608,Sarai,RU,53.7458,41.0213,68.38,77,26,5.48,scattered clouds
609,Vanimo,PG,-2.6741,141.3028,77.99,86,55,4.07,broken clouds
610,Nerchinskiy Zavod,RU,51.3088,119.61,53.4,79,85,2.82,overcast clouds
611,Eureka,US,40.8021,-124.1637,68.74,79,100,6.26,overcast clouds
612,Mandalgarh,IN,25.2,75.1,92.19,32,94,15.12,overcast clouds
613,Kalabo,ZM,-14.97,22.6814,68.43,36,1,5.82,clear sky
614,Le Mee-Sur-Seine,FR,48.5316,2.6283,81.93,49,0,5.75,clear sky
615,Saint-Georges,GD,12.0564,-61.7485,85.68,74,40,28.77,scattered clouds
616,Te Anau,NZ,-45.4167,167.7167,38.7,96,89,4.9,moderate rain
617,Kiunga,PG,-6.1219,141.2906,71.91,99,51,1.79,broken clouds
618,Sisophon,KH,13.5859,102.9737,81.43,75,100,5.5,overcast clouds
619,Planaltina,BR,-15.4528,-47.6142,83.07,31,40,3.24,scattered clouds
620,Channel-Port Aux Basques,CA,47.5702,-59.1367,51.33,91,90,5.53,overcast clouds
621,Songjianghe,CN,42.1859,127.479,49.75,96,0,4.05,clear sky
622,Bitung,ID,1.4451,125.1824,76.05,81,48,4.23,scattered clouds
623,Sand Springs,US,36.1398,-96.1089,84.7,77,0,8.05,clear sky
624,Davidson,US,36.1501,-86.7833,83.07,51,40,5.99,scattered clouds
625,Porangatu,BR,-13.4408,-49.1486,93.87,22,51,0.6,broken clouds
626,Robertsport,LR,6.7533,-11.3686,81.39,75,99,9.13,overcast clouds
627,Rengo,CL,-34.4167,-70.8667,59.32,22,0,1.95,clear sky
628,Zlobin,HR,45.2924,14.6541,76.15,39,20,12.66,few clouds
629,Auki,SB,-8.7676,160.7034,76.01,86,4,3.83,clear sky
630,Aden,YE,12.7794,45.0367,90.27,63,87,5.28,overcast clouds
631,Port Hedland,AU,-20.3167,118.5667,66.25,88,75,5.75,broken clouds
632,Rena,NO,61.1348,11.3641,59.67,66,89,10.22,overcast clouds
633,Imbituba,BR,-28.24,-48.6703,58.08,65,45,5.99,scattered clouds
634,La Palma,US,33.8464,-118.0467,83.97,81,40,1.01,haze
635,Mangai,CD,-4.05,19.5333,84.79,38,0,1.54,clear sky
636,Mehran,IR,33.1222,46.1646,99.64,11,0,19.1,clear sky
637,Mandiana,GN,10.6333,-8.6833,99.25,25,83,1.43,broken clouds
638,Kieta,PG,-6.2167,155.6333,77.9,82,41,3.67,light rain
639,Saint-Pierre,RE,-21.3393,55.4781,71.28,64,20,10.36,few clouds
640,Riverton,US,40.5219,-111.9391,87.17,32,0,5.75,clear sky
641,Gazli,UZ,40.1333,63.45,82.96,28,2,8.41,clear sky
642,Yermakovskoye,RU,53.2831,92.4003,62.37,65,34,1.68,scattered clouds
643,Assomada,CV,15.1,-23.6833,80.15,74,14,4.5,few clouds
644,Sokur,RU,55.2093,83.319,75.56,77,79,5.91,broken clouds
645,Aripuana,BR,-9.1667,-60.6333,76.21,65,100,4.99,overcast clouds
646,Verkh-Usugli,RU,52.7,115.1667,51.15,84,65,2.86,broken clouds
647,Muzhi,RU,65.3667,64.6667,64.38,63,98,11.61,overcast clouds
648,Camana,PE,-16.6228,-72.7111,67.03,68,43,8.77,scattered clouds
649,Zabol,AF,32.25,67.25,78.69,13,96,3.31,overcast clouds
650,Lorca,ES,37.6712,-1.7017,86.54,29,3,13.69,clear sky
651,La Ronge,CA,55.1001,-105.2842,53.85,94,100,5.75,mist
652,Takoradi,GH,4.8845,-1.7554,79.95,76,73,12.91,broken clouds
653,Rio Grande,BR,-32.035,-52.0986,53.71,58,4,21.3,clear sky
654,Hami,CN,42.8,93.45,80.19,8,0,5.93,clear sky
655,Dawei,MM,14.0833,98.2,78.75,89,99,4.05,overcast clouds
656,Seddon,AU,-37.8068,144.8916,52.21,85,75,12.66,broken clouds
657,Yaan,NG,7.3833,8.5667,83.41,71,59,5.39,moderate rain
658,Dargaville,NZ,-35.9333,173.8833,53.11,95,99,7.83,moderate rain
659,Borba,BR,-4.3878,-59.5939,81.57,70,96,4.09,light rain
660,Madang,PG,-5.2246,145.7966,77.68,85,36,2.08,scattered clouds
661,Chaozhou,CN,23.6651,116.6379,76.86,97,100,2.33,moderate rain
662,Isla Mujeres,MX,21.2311,-86.731,86.16,71,4,9.62,clear sky
663,Lima,PE,-12.0432,-77.0282,59.25,88,100,10.36,overcast clouds
664,Kahului,US,20.8947,-156.47,75.85,79,0,11.5,clear sky
665,Waipawa,NZ,-41.4122,175.5153,49.68,74,1,18.19,light rain
666,Sattahip,TH,12.6664,100.9007,87.98,79,20,6.91,few clouds
667,North Bend,US,43.4065,-124.2243,62.92,97,100,6.91,mist
668,Rawson,AR,-43.3002,-65.1023,56.7,38,40,9.22,scattered clouds
669,Lexington,US,37.9887,-84.4777,75.33,70,20,8.05,few clouds
670,Sainte-Maxime,FR,43.3,6.6333,92.75,32,0,7.67,clear sky
671,Grafton,US,42.207,-71.6856,76.87,45,0,5.75,clear sky
672,Tahta,EG,26.7693,31.5021,107.98,8,0,14.03,clear sky
673,Augusto Correa,BR,-1.0217,-46.635,85.24,66,28,6.33,scattered clouds
674,Diu,IN,20.7141,70.9822,82.45,79,100,11.32,overcast clouds
675,Cardoso,BR,-20.0819,-49.9142,75.52,53,97,6.31,overcast clouds
676,Poronaysk,RU,49.2167,143.1167,41.81,97,100,2.82,overcast clouds
677,Soyo,AO,-6.1349,12.3689,77.67,76,2,10.89,clear sky
678,Mahibadhoo,MV,3.7833,72.9667,82.87,75,58,9.4,broken clouds
679,Praia,CV,14.9215,-23.5087,84.74,54,20,5.75,few clouds
680,Nakapiripirit,UG,1.9167,34.7833,72.59,59,98,3.78,overcast clouds
681,Laguna,US,38.421,-121.4238,86.09,57,0,5.75,clear sky
682,Koungou,YT,-12.7336,45.2042,78.51,73,75,12.66,broken clouds
683,Wundanyi,KE,-3.4019,38.364,65.28,65,76,13.24,broken clouds
